Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
寺原　隼人,Softbank,4500,投手,17,179,86,A型,右,右,宮崎,1983-10-09,20,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,0,0,0,3,0,81,16,18,0,14,3,12,6,5,2,4.81
和田　毅,Softbank,4e4,投手,12,179,81,O型,左,左,島根,1981-02-21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西田　哲朗,Softbank,1200,内野手,9,180,78,O型,右,右,大阪,1991-09-04,22,0.226,27,53,53,12,3,8,3,0,0,17,0,1,0.226,0.415,0.642,3.31,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
城所　龍磨,Softbank,4e3,外野手,15,177,79,B型,右,左,愛知,1985-09-24,23,0.167,41,26,24,4,1,2,3,1,0,9,1,0,0.2,0.333,0.533,2.08,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
長谷川　勇也,Softbank,2e4,外野手,12,180,86,AB型,右,左,山形,1984-12-22,24,0.263,16,20,19,5,0,4,0,1,0,7,0,0,0.3,0.263,0.563,2.92,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　正義,Softbank,1450,投手,2,187,87,不明,右,右,神奈川,1994-07-19,25,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,0,1,0,0,0,64,13.2,18,6,6,0,15,13,13,1.76,7.95
吉住　晴斗,Softbank,800,投手,1,185,83,AB型,右,右,山形,2000-03-12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
グラシアル,Softbank,5500,内野手,1,187,95,不明,右,右,キューバ,1985-10-14,27,0.3,12,31,30,9,0,1,1,1,0,6,0,2,0.323,0.3,0.623,2.86,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高橋　礼,Softbank,1200,投手,1,188,84,O型,右,右,千葉,1995-11-02,28,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,0,1,0,0,0,35,8,7,0,5,2,5,3,3,1.5,4.5
石川　柊太,Softbank,3e3,投手,5,185,88,O型,右,右,東京,1991-12-27,29,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,8,5,0,1,0.615,393,94.1,84,15,28,9,67,38,35,1.19,4.94
市川　友也,Softbank,2300,捕手,9,176,81,O型,右,右,神奈川,1985-05-09,30,0.194,21,45,36,7,2,5,0,0,1,8,8,0,0.216,0.444,0.661,2.9,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
栗原　陵矢,Softbank,680,捕手,4,178,75,A型,右,左,福井,1996-07-04,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
塚田　正義,Softbank,1150,外野手,7,177,85,A型,右,右,茨城,1989-07-23,32,0.278,22,42,36,10,3,6,0,4,0,12,2,0,0.35,0.583,0.933,6.5,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
増田　珠,Softbank,600,内野手,1,180,82,O型,右,右,長崎,1999-05-21,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
椎野　新,Softbank,800,投手,1,195,87,A型,右,右,新潟,1995-10-10,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,8,2,2,1,0,0,1,2,2,1,8.62
モイネロ,Softbank,5e3,投手,2,178,69,不明,左,左,キューバ,1995-12-08,35,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,4,1,0,12,0.8,136,32.1,21,4,21,0,43,15,15,1.3,4.02
牧原　大成,Softbank,1200,内野手,8,173,72,A型,右,左,福岡,1992-10-15,36,0.35,6,23,20,7,1,5,1,1,1,5,1,0,0.409,0.55,0.959,8.85,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福田　秀平,Softbank,2800,外野手,12,182,77,AB型,右,左,神奈川,1989-02-10,37,0.281,55,69,64,18,3,6,1,2,1,21,2,3,0.313,0.469,0.782,4.22,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森　唯斗,Softbank,13e3,投手,5,176,94,A型,右,右,徳島,1992-01-08,38,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22,0,3,17,3,0,146,32,34,5,15,1,32,16,15,1.53,4.65
堀内　汰門,Softbank,500,捕手,4,175,70,O型,右,右,埼玉,1996-09-16,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小澤　怜史,Softbank,700,投手,3,181,84,A型,右,左,静岡,1998-03-09,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
千賀　滉大,Softbank,12500,投手,8,186,84,A型,右,左,愛知,1993-01-30,41,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,7,3,0,0,0.7,266,66,51,8,26,3,80,24,24,1.17,3.59
飯田　優也,Softbank,2e3,投手,6,186,86,A型,左,左,兵庫,1990-11-27,42,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,0,0,0,3,0.1,0,0,1,1,0,2,2,3,21.12
江川　智晃,Softbank,1700,外野手,14,180,89,B型,右,右,三重,1986-10-31,43,0.6,5,5,5,3,1,1,0,0,0,2,0,0,0.6,1.4,2,37.98,33.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
バンデンハーク,Softbank,4e4,投手,4,198,105,不明,右,右,オランダ,1985-05-22,44,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,6,6,0,0,0.5,367,86.2,66,13,38,7,81,43,41,1.2,4.69
谷川原　健太,Softbank,600,捕手,3,174,84,B型,右,左,愛知,1997-04-16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
本多　雄一,Softbank,18e3,内野手,13,174,72,O型,右,左,福岡,1984-11-19,46,0.247,32,96,81,20,1,8,5,7,0,16,5,1,0.297,0.333,0.63,3.54,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙橋　純平,Softbank,1470,投手,3,183,83,A型,右,右,岐阜,1997-05-08,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡本　健,Softbank,1400,投手,5,177,86,O型,右,右,兵庫,1992-10-29,48,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,1,0,0,0,1,142,34.1,36,3,12,0,21,13,13,1.4,4.08
古谷　優人,Softbank,700,投手,2,175,74,A型,左,左,北海道,1999-02-19,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
攝津　正,Softbank,4e4,投手,10,181,93,O型,右,右,秋田,1982-06-01,50,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,2,2,0,0,0.5,96,21.2,17,5,15,1,19,12,11,1.48,6.58
上林　誠知,Softbank,3500,外野手,5,184,85,O型,右,左,埼玉,1995-08-01,51,0.274,79,332,303,83,13,41,6,17,2,72,7,1,0.314,0.488,0.802,5.53,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
五十嵐　亮太,Softbank,36e3,投手,18,178,95,A型,右,右,千葉,1979-05-28,53,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,14,3,4,1,0,0,1,3,2,1.33,6.79
デスパイネ,Softbank,4e4,外野手,5,175,95,不明,右,右,キューバ,1986-06-17,54,0.228,78,311,263,60,20,48,0,44,1,63,0,6,0.338,0.49,0.828,5.64,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
茶谷　健太,Softbank,520,内野手,3,186,85,O型,右,右,神奈川,1998-01-16,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田浦　文丸,Softbank,500,投手,1,170,75,O型,左,左,福岡,1999-09-21,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嘉弥真　新也,Softbank,4e3,投手,7,172,71,O型,左,左,沖縄,1989-11-23,57,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,2,1,0,12,0.667,64,16.1,9,1,3,2,17,5,3,0.73,2.75
サファテ,Softbank,5e4,投手,8,193,102,不明,右,右,アメリカ,1981-04-09,58,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,5,0,1,25,6,4,0,3,0,9,2,2,1.17,1.62
古澤　勝吾,Softbank,590,内野手,4,177,79,B型,右,右,滋賀,1996-09-05,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
釜元　豪,Softbank,600,外野手,7,180,78,B型,右,左,長崎,1993-09-03,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
黒瀬　健太,Softbank,500,内野手,3,181,93,O型,右,右,大阪,1997-08-12,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
甲斐　拓也,Softbank,4e3,捕手,8,170,80,O型,右,右,大分,1992-11-05,62,0.235,69,184,162,38,5,20,2,16,0,44,6,2,0.303,0.377,0.68,3.84,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
笠原　大芽,Softbank,620,投手,6,187,89,A型,左,右,福岡,1995-01-20,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
真砂　勇介,Softbank,620,外野手,6,185,87,B型,右,右,京都,1994-05-04,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
九鬼　隆平,Softbank,600,捕手,2,180,81,A型,右,右,大阪,1998-09-05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松本　裕樹,Softbank,1200,投手,4,182,82,A型,右,左,神奈川,1996-04-14,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
笠谷　俊介,Softbank,540,投手,4,173,72,AB型,左,左,大分,1997-03-17,67,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,0,0,0,0,0,21,4,8,1,1,0,3,5,5,2.25,5.62
三森　大貴,Softbank,500,内野手,2,184,67,A型,右,左,埼玉,1999-02-21,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
曽根　海成,Softbank,560,内野手,5,175,68,A型,右,左,大阪,1995-04-24,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
張本　優大,Softbank,510,捕手,5,182,90,A型,右,右,大阪,1990-10-13,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
スアレス,Softbank,5e3,投手,3,188,95,不明,右,右,ベネズエラ,1991-03-01,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
尾形　崇斗,Softbank,360,投手,1,181,88,O型,右,左,宮城,1999-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
周東　佑京,Softbank,400,内野手,1,180,74,A型,右,左,群馬,1996-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
川原　弘之,Softbank,450,投手,9,187,94,O型,左,左,福岡,1991-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　祐介,Softbank,800,投手,6,176,80,B型,左,左,宮城,1990-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
幸山　一大,Softbank,270,外野手,4,190,95,O型,右,右,富山,1996-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大本　将吾,Softbank,300,外野手,2,186,100,AB型,右,左,愛媛,1998-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齋藤　誠哉,Softbank,270,投手,4,185,87,A型,左,左,青森,1996-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
砂川　リチャード,Softbank,360,内野手,1,188,106,O型,右,右,沖縄,1999-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山下　亜文,Softbank,270,投手,4,171,76,B型,左,左,石川,1996-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
野澤　佑斗,Softbank,270,投手,3,180,68,O型,右,左,茨城,1997-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
児玉　龍也,Softbank,400,投手,3,177,75,A型,左,左,山口,1993-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
樋越　優一,Softbank,400,捕手,3,176,87,B型,右,左,北海道,1993-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大竹　耕太郎,Softbank,400,投手,1,184,78,A型,左,左,熊本,1995-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
長谷川　宙輝,Softbank,300,投手,2,175,75,O型,左,左,東京,1998-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田城　飛翔,Softbank,300,外野手,2,178,67,B型,右,左,神奈川,1999-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中村　晨,Softbank,270,投手,3,193,85,A型,右,右,熊本,1997-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡辺　健史,Softbank,270,投手,3,178,77,A型,左,左,福岡,1997-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森山　孔介,Softbank,300,内野手,2,187,89,B型,右,右,神奈川,1998-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
日暮　矢麻人,Softbank,360,外野手,1,180,85,A型,左,左,神奈川,1999-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡邉　雄大,Softbank,400,投手,1,186,85,B型,左,左,新潟,1991-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
清水　陸哉,Softbank,300,外野手,2,185,76,AB型,右,右,大阪,1999-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松本　龍憲,Softbank,300,内野手,2,173,66,B型,右,左,山口,1999-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島袋　洋奨,Softbank,750,投手,4,174,78,O型,左,左,沖縄,1992-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
コラス,Softbank,1e3,外野手,2,186,95,不明,左,左,キューバ,1998-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
水口　大地,Lions,850,内野手,6,163,70,A型,右,左,長崎,1989-06-28,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
栗山　巧,Lions,13e3,外野手,17,177,85,O型,右,左,兵庫,1983-09-03,1,0.239,62,196,163,39,5,32,0,31,1,42,0,2,0.362,0.417,0.779,5.64,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
浅村　栄斗,Lions,21e3,内野手,10,182,90,O型,右,右,大阪,1990-11-12,3,0.3,81,372,327,98,19,68,3,42,1,71,0,11,0.379,0.517,0.896,6.71,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
外崎　修汰,Lions,2700,内野手,4,177,78,O型,右,右,青森,1992-12-20,5,0.291,81,345,302,88,11,45,20,35,2,69,5,7,0.368,0.467,0.835,6.17,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
源田　壮亮,Lions,4100,内野手,2,179,73,O型,右,左,大分,1993-02-16,6,0.289,81,380,336,97,1,36,25,26,3,51,11,5,0.341,0.39,0.731,5.07,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松井　稼頭央,Lions,4e3,外野手,18,177,85,O型,右,両,大阪,1975-10-23,7,0.19,14,23,21,4,0,2,1,2,0,4,0,1,0.261,0.19,0.451,1.25,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
金子　侑司,Lions,5e3,外野手,6,179,77,B型,右,両,京都,1990-04-24,8,0.199,73,223,196,39,1,24,21,20,1,36,4,4,0.274,0.245,0.519,2.26,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
木村　文紀,Lions,1860,外野手,12,183,88,O型,右,右,東京,1988-09-13,9,0.281,44,67,57,16,2,8,4,7,1,18,2,0,0.369,0.491,0.86,6.04,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森　友哉,Lions,4e3,捕手,5,170,80,A型,右,左,大阪,1995-08-08,10,0.276,75,308,268,74,9,47,5,36,0,58,0,3,0.357,0.463,0.82,6.19,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
今井　達也,Lions,1300,投手,2,180,70,A型,右,右,栃木,1998-05-09,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,1,2,0,0,0.333,81,17,18,4,9,3,12,16,15,1.59,6.88
ワグナー,Lions,9120,投手,1,183,98,不明,右,右,アメリカ,1984-01-01,12,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,2,1,0,7,0.667,122,26,25,3,20,1,19,19,14,1.73,5.58
増田　達至,Lions,11500,投手,6,180,88,AB型,右,右,兵庫,1988-04-23,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61,0,4,11,2,0,122,25.2,37,1,6,1,14,17,16,1.68,3.12
大石　達也,Lions,1400,投手,8,185,92,A型,右,左,福岡,1988-10-10,15,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,2,1,43,9,12,2,4,1,7,8,7,1.78,6.12
菊池　雄星,Lions,24e3,投手,9,184,100,O型,左,左,岩手,1991-06-17,16,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,8,1,0,0,0.889,328,84,56,8,21,3,82,27,27,0.92,3.23
髙橋　光成,Lions,2150,投手,4,190,90,B型,右,右,群馬,1997-02-03,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
多和田　真三郎,Lions,2600,投手,3,182,82,B型,右,右,沖縄,1993-04-13,18,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,9,4,0,0,0.692,400,94,94,7,27,6,62,51,49,1.29,3.82
齊藤　大将,Lions,1500,投手,1,178,75,A型,左,左,東京,1995-06-03,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高木　勇人,Lions,3700,投手,4,178,90,A型,右,右,三重,1989-07-13,20,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,1,1,0,0,0.5,76,16,17,1,9,2,9,14,12,1.63,4.87
十亀　剣,Lions,6e3,投手,7,183,88,O型,右,右,愛知,1987-11-07,21,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,5,7,0,0,0.417,408,95.2,85,10,39,4,66,42,38,1.3,4.45
